outlet_scale,alpha_profile,peak_exponent,phase_scale,tstar_load_exponent,all_conditions_feasible,weighted_power_10_kW,weighted_power_5_kW,weighted_power_increase_pct
0.11,weak_front,1.35,0.65,-0.18,True,1617.5886796120972,1826.987833360616,12.945142135807552
0.11,weak_front,1.35,0.65,-0.1,True,1617.9052889604188,1827.883043385638,12.978371222220296
0.11,weak_front,1.35,0.8,-0.3,True,1624.2713607326239,1839.8979215137638,13.275279364889014
0.11,weak_front,1.35,0.8,-0.18,True,1623.584296189283,1840.2498789031451,13.344892730386615
0.11,weak_front,1.35,0.8,-0.1,True,1623.7019777832675,1840.5919216671514,13.357743406828227
0.11,weak_front,1.35,1.0,-0.3,True,1634.782922543288,1863.136360441987,13.968425700425225
0.11,weak_front,1.35,1.0,-0.18,True,1633.8174005088306,1863.4247468106532,14.053427649277971
0.11,weak_front,1.35,1.0,-0.1,True,1633.2664888702543,1862.495969535693,14.035032386172253
0.11,weak_front,1.6,0.65,-0.3,True,1618.4436277303255,1827.7252219003267,12.931040079752032
0.11,weak_front,1.6,0.65,-0.18,True,1618.0043397069562,1827.7295232174188,12.961966687212145
0.11,weak_front,1.6,0.65,-0.1,True,1618.0091673180873,1828.3589923375775,13.000533573499663
0.11,weak_front,1.6,0.8,-0.3,True,1624.6920971130926,1840.9539739806146,13.310945332460022
0.11,weak_front,1.6,0.8,-0.18,True,1624.0528021634018,1841.3224421890761,13.378237440078866
0.11,weak_front,1.6,0.8,-0.1,True,1624.4547567126644,1841.8877861506985,13.384985241327584
0.11,weak_front,1.6,1.0,-0.3,True,1634.782922543288,1865.447204262083,14.109780481431923
0.11,weak_front,1.6,1.0,-0.18,True,1634.7849061137945,1865.6924536906972,14.124643964680072
0.11,weak_front,1.6,1.0,-0.1,True,1635.1520888065772,1864.1659192375882,14.005659289965976
0.11,central_front,1.1,0.65,-0.3,True,1620.4588789978009,1824.9865849952746,12.621591861927861
0.11,central_front,1.1,0.65,-0.18,True,1620.9012412979646,1825.2063522313479,12.60441449040921
0.11,central_front,1.1,0.65,-0.1,True,1620.395604004509,1825.6389503752293,12.666249270455875
0.11,central_front,1.1,0.8,-0.3,True,1626.7263237660216,1836.2606511884671,12.880736259148629
0.11,central_front,1.1,0.8,-0.18,True,1626.161025070452,1836.574298490129,12.939264327194234
0.11,central_front,1.1,0.8,-0.1,True,1626.3661506607777,1837.188782130919,12.962802465145117
0.11,central_front,1.1,1.0,-0.3,True,1637.3223798709662,1859.3107047496928,13.558009565362505
0.11,central_front,1.1,1.0,-0.18,True,1637.357037164164,1859.3655634516572,13.55895636983384
0.11,central_front,1.1,1.0,-0.1,True,1636.7528208701292,1859.7325929727638,13.623301530899102
0.11,central_front,1.35,0.65,-0.3,True,1621.0027699975274,1825.45599872073,12.612762452189674
0.11,central_front,1.35,0.65,-0.18,True,1621.2338720965922,1826.0449482960237,12.633037079009956
0.11,central_front,1.35,0.65,-0.1,True,1620.6450884035066,1825.8510347415295,12.661991685062324
0.11,central_front,1.35,0.8,-0.3,True,1626.8938392551422,1837.984997470675,12.975103422370736
0.11,central_front,1.35,0.8,-0.18,True,1626.4394010804167,1837.873645953408,12.99982309408756
0.11,central_front,1.35,0.8,-0.1,True,1626.8511875045729,1838.0598389849688,12.982665722755439
0.11,central_front,1.35,1.0,-0.3,True,1637.48396578234,1861.8386167566955,13.701181548190956
0.11,central_front,1.35,1.0,-0.18,True,1638.534025722208,1860.8041707319371,13.565183360275967
0.11,central_front,1.35,1.0,-0.1,True,1638.7035163358803,1861.2589176987954,13.58118775875614
0.11,central_front,1.6,0.65,-0.3,True,1621.387140790815,1826.0572288013,12.623147357062381
0.11,central_front,1.6,0.65,-0.18,True,1621.3201986779402,1826.6427188191803,12.663909344290204
0.11,central_front,1.6,0.65,-0.1,True,1621.9146705204976,1826.717276178856,12.627212108059549
0.11,central_front,1.6,0.8,-0.3,True,1627.2549263205713,1838.987789433787,13.011659063891745
0.11,central_front,1.6,0.8,-0.18,True,1627.5763411476073,1839.469693854831,13.018950162289599
0.11,central_front,1.6,0.8,-0.1,True,1627.140517258924,1839.079490531044,13.025240968687314
0.11,central_front,1.6,1.0,-0.3,True,1638.7411941066307,1864.075328952722,13.750440622134574
0.11,central_front,1.6,1.0,-0.18,True,1638.9354114245752,1862.4998239493439,13.640831174087854
0.11,central_front,1.6,1.0,-0.1,True,1639.110698859776,1862.9669651549048,13.657178032627758
0.12,equal,1.1,0.65,-0.3,True,1642.690775983167,1853.5064474723767,12.833557877807799
0.12,equal,1.1,0.65,-0.18,True,1642.8696735802628,1852.855507837889,12.781648942366175
0.12,equal,1.1,0.65,-0.1,True,1643.0171531508622,1852.8020195735385,12.768270009863603
0.12,equal,1.1,0.8,-0.3,True,1644.805591418353,1871.4591740577343,13.77996182782506
0.12,equal,1.1,0.8,-0.18,True,1643.4859496092442,1868.0247844607134,13.662351960164653
0.12,equal,1.1,0.8,-0.1,True,1646.0738266551566,1867.4408630281105,13.448183962852656
0.12,equal,1.1,1.0,-0.3,True,1654.579986893371,1889.4688738539276,14.196284786544688
0.12,equal,1.1,1.0,-0.18,True,1654.640508622168,1890.152093694385,14.233398967630094
0.12,equal,1.1,1.0,-0.1,True,1657.199351704804,1888.7157554815794,13.970341198758529
0.12,equal,1.35,0.65,-0.3,True,1642.690775983167,1853.5064474723767,12.833557877807799
0.12,equal,1.35,0.65,-0.18,True,1642.8696735802628,1854.8003274841485,12.900028365733407
0.12,equal,1.35,0.65,-0.1,True,1643.4859496092442,1854.8381332527579,12.859993338778764
0.12,equal,1.35,0.8,-0.3,True,1646.2171550638,1873.5020037691966,13.80649253995825
0.12,equal,1.35,0.8,-0.18,True,1644.805591418353,1871.4591740577343,13.77996182782506
0.12,equal,1.35,0.8,-0.1,True,1646.0738266551566,1868.0247844607134,13.48365754995109
0.12,equal,1.35,1.0,-0.3,True,1655.0842177159614,1889.7509031885563,14.178534419018153
0.12,equal,1.35,1.0,-0.18,True,1654.640508622168,1891.3675648762082,14.306857291386187
0.12,equal,1.35,1.0,-0.1,True,1657.199351704804,1890.2640045170704,14.063766834841363
0.12,equal,1.6,0.65,-0.3,True,1642.690775983167,1854.8879753274407,12.917659394372105
0.12,equal,1.6,0.65,-0.18,True,1642.8696735802628,1855.2728937459533,12.928793049226229
0.12,equal,1.6,0.65,-0.1,True,1643.4859496092442,1855.6696994843105,12.910591047371911
0.12,equal,1.6,0.8,-0.3,True,1646.2171550638,1873.7700178778305,13.822773144725954
0.12,equal,1.6,0.8,-0.18,True,1646.3156626497903,1872.7397563167306,13.753382708058815
0.12,equal,1.6,0.8,-0.1,True,1647.3934684642654,1868.328367233229,13.411179721073175
0.12,equal,1.6,1.0,-0.3,True,1655.0842177159614,1890.1389043741813,14.20197740647897
0.12,equal,1.6,1.0,-0.18,True,1655.1447394447584,1891.649594210837,14.289073887605586
0.12,equal,1.6,1.0,-0.1,True,1657.199351704804,1891.7615050335223,14.154130164691292
0.12,weak_front,1.1,0.65,-0.3,True,1644.9960208406815,1852.2223889932916,12.597378080386257
0.12,weak_front,1.1,0.65,-0.18,True,1645.6672755754628,1852.4746203120358,12.566777489347336
0.12,weak_front,1.1,0.65,-0.1,True,1646.5775288188854,1851.6528652284053,12.45464199651889
0.12,weak_front,1.1,0.8,-0.3,True,1651.8872810302794,1871.1555912852186,13.273805832452567
0.12,weak_front,1.1,0.8,-0.18,True,1651.8872810302794,1870.5781765300967,13.238850980402251
0.12,weak_front,1.1,0.8,-0.1,True,1651.8872810302794,1870.255400990785,13.21931117626316
0.12,weak_front,1.1,1.0,-0.3,True,1659.6746722916193,1888.2534026721044,13.77250217748227
0.12,weak_front,1.1,1.0,-0.18,True,1657.7621922700203,1888.603844658894,13.92489546843725
0.12,weak_front,1.1,1.0,-0.1,True,1657.046381533382,1888.4561865803096,13.96519781376233
0.12,weak_front,1.35,0.65,-0.3,True,1644.9960208406815,1852.9797297955206,12.643417146294865
0.12,weak_front,1.35,0.65,-0.18,True,1645.9556652426154,1853.3661636759437,12.601220240203471
0.12,weak_front,1.35,0.65,-0.1,True,1647.032432187694,1853.0377367282676,12.50766533279155
0.12,weak_front,1.35,0.8,-0.3,True,1653.2069228393882,1873.0250931765659,13.296470472047094
0.12,weak_front,1.35,0.8,-0.18,True,1651.8872810302794,1871.1555912852186,13.273805832452567
0.12,weak_front,1.35,0.8,-0.1,True,1651.8872810302794,1870.5781765300967,13.238850980402251
0.12,weak_front,1.35,1.0,-0.3,True,1659.6746722916193,1888.2534026721044,13.77250217748227
0.12,weak_front,1.35,1.0,-0.18,True,1657.7621922700203,1890.152093694385,14.01828938480898
0.12,weak_front,1.35,1.0,-0.1,True,1658.4194455873646,1889.925773616012,13.959455712161795
0.12,weak_front,1.6,0.65,-0.3,True,1644.9960208406815,1854.6464659867947,12.74473874039954
0.12,weak_front,1.6,0.65,-0.18,True,1645.9556652426154,1854.6788774712338,12.68097413777256
0.12,weak_front,1.6,0.65,-0.1,True,1647.3208218548466,1853.783976184316,12.533269269127345
0.12,weak_front,1.6,0.8,-0.3,True,1653.2069228393882,1873.5020037691966,13.325318076423898
0.12,weak_front,1.6,0.8,-0.18,True,1653.2069228393882,1871.936084650365,13.230597984389568
0.12,weak_front,1.6,0.8,-0.1,True,1651.8872810302794,1871.3782555191965,13.287285216702017
0.12,weak_front,1.6,1.0,-0.3,True,1662.3875899853638,1889.7509031885563,13.676913529244672
0.12,weak_front,1.6,1.0,-0.18,True,1659.8195426197292,1890.152093694385,13.876963438514345
0.12,weak_front,1.6,1.0,-0.1,True,1658.4194455873646,1890.2640045170704,13.979850486352262
0.12,central_front,1.1,0.65,-0.3,True,1650.9212865743573,1851.1846637094195,12.1304012955461
0.12,central_front,1.1,0.65,-0.18,True,1648.597822648284,1850.6151924307987,12.253890367148301
0.12,central_front,1.1,0.65,-0.1,True,1647.6241267332039,1849.515026853188,12.253456164196841
0.12,central_front,1.1,0.8,-0.3,True,1651.8872810302794,1870.0657307225242,13.207829141717674
0.12,central_front,1.1,0.8,-0.18,True,1653.6203298570306,1866.6041489386384,12.879850062076947
0.12,central_front,1.1,0.8,-0.1,True,1654.9196941064058,1866.4781713550205,12.783609863489387
0.12,central_front,1.1,1.0,-0.3,True,1663.8778443319495,1887.3214030056015,13.429084318588602
0.12,central_front,1.1,1.0,-0.18,True,1663.9811566721023,1887.1940889601522,13.4143906253402
0.12,central_front,1.1,1.0,-0.1,True,1663.822591644907,1888.4561865803096,13.501054503252208
0.12,central_front,1.35,0.65,-0.3,True,1651.5988913631268,1852.0687013338502,12.13792350061873
0.12,central_front,1.35,0.65,-0.18,True,1648.597822648284,1851.609438642325,12.31419896381556
0.12,central_front,1.35,0.65,-0.1,True,1647.6241267332039,1851.1348572493564,12.351769266674895
0.12,central_front,1.35,0.8,-0.3,True,1651.8872810302794,1870.0657307225242,13.207829141717674
0.12,central_front,1.35,0.8,-0.18,True,1654.243692151044,1869.322546990375,13.001642736183584
0.12,central_front,1.35,0.8,-0.1,True,1654.9196941064058,1867.1524661506828,12.824354728515974
0.12,central_front,1.35,1.0,-0.3,True,1663.8778443319495,1887.8214393859428,13.45913678800783
0.12,central_front,1.35,1.0,-0.18,True,1663.9811566721023,1888.06990723041,13.46702453088331
0.12,central_front,1.35,1.0,-0.1,True,1663.822591644907,1888.4561865803096,13.501054503252208
0.12,central_front,1.6,0.65,-0.3,True,1651.8872810302794,1853.0088936634993,12.175262497800743
0.12,central_front,1.6,0.65,-0.18,True,1651.5988913631268,1852.3745215655113,12.15644011704784
0.12,central_front,1.6,0.65,-0.1,True,1648.597822648284,1852.051933520103,12.34103964452611
0.12,central_front,1.6,0.8,-0.3,True,1653.2069228393882,1871.6316498413557,13.212183180725035
0.12,central_front,1.6,0.8,-0.18,True,1654.243692151044,1870.5781765300967,13.077546277220442
0.12,central_front,1.6,0.8,-0.1,True,1654.9196941064058,1870.7709055990558,13.043002162663942
0.12,central_front,1.6,1.0,-0.3,True,1665.2509083859322,1888.2534026721044,13.391525154748019
0.12,central_front,1.6,1.0,-0.18,True,1663.9811566721023,1888.6636759958546,13.502708154045973
0.12,central_front,1.6,1.0,-0.1,True,1664.1953160300218,1889.8178983789867,13.557458080533058
